Body (cleaned),titles,  
"केंद्र के तीन कृषि कानूनों के विरोध में महीनों से आंदोलन कर रहे किसानों की संयुक्त समिति ने हरियाणा की मनोहर लाल खट्टर सरकार को आश्वासन दिया है कि वे किसी सरकारी कार्यक्रम में बाधा नहीं पहुंचाएंगे तथा कानून के दायरे में रह कर ही अपनी मांगे रखेंगे।

हिसार मंडलायुक्त चंद्रशेखर ने शुक्रवार को जारी एक बयान में यह जानकारी देते हुए किसान संगठनों की इस संंबध में घोषणा को सराहनीय बताया और कहा है कि किसान नेताओं की सकारात्मक भूमिका के कारण ही सरकार ने गत 16 मई को दर्ज किए गए मामले वापस लेने का निर्णय लिया है। सरकार ने किसानों की मांग को मानते हुए प्रदर्शन के दौरान एक किसान की मौत होने पर उसके एक परिजन को डीसी रेट पर नौकरी देने की अनुमति प्रदान की है। उन्होंने कहा कि प्रशासन किसानों की समस्याओं पर बातचीत के लिए सदैव तत्पर है।

मंडलायुक्त ने किसानों से अपील की है कि आम जनता तथा सर्वहित में वे टीकाकरण तथा स्वास्थ्य कार्यक्रमों में सरकारी अधिकारियों और कर्मचारियों को अपना सहयोग प्रदान करें। देहात में घर-घर सर्वेक्षण बहुत कामयाब रहा है, जिसके कारण कोविड रोगियों को तुरंत इलाज की सुविधा उपलब्ध कराई गई है। 

टिकैत बोले- किसान आंदोलन का हश्र क्या होगा, अभी यह नहीं पता, खेत की तरह करनी होगी आंदोलन की रखवाली

बता दें कि, नए कृषि कानूनों के खिलाफ दिल्ली की सीमाओं पर प्रदर्शन कर रहे किसानों ने अपने आंदोलन के छह माह पूरे होने पर बुधवार को 'काला दिवस' मनाया था और इस दौरान उन्होंने काले झंडे फहराए, सरकार विरोधी नारे लगाकर पुतले जलाए और प्रदर्शन किया था।  

26 नवंबर से दिल्ली की सीमाओं पर प्रदर्शन कर रहे हैं किसान

गौरतलब है कि नए कृषि कानूनों के खिलाफ बीते साल 26 नवंबर से हजारों की तादाद में किसान दिल्ली और हरियाणा की सीमाओं पर प्रदर्शन कर रहे हैं। कृषि कानूनों को रद्द कराने पर अड़े किसान इस मुद्दे पर सरकार के साथ आर-पार की लड़ाई का ऐलान कर चुके हैं। किसानों ने सरकार से जल्द उनकी मांगें मानने की अपील की है। वहीं सरकार की तरफ से यह साफ कर दिया गया है कि कानून वापस नहीं होगा, लेकिन संशोधन संभव है।

किसान हाल ही बनाए गए तीन नए कृषि कानूनों - द प्रोड्यूसर्स ट्रेड एंड कॉमर्स (प्रमोशन एंड फैसिलिटेशन) एक्ट, 2020, द फार्मर्स ( एम्पावरमेंट एंड प्रोटेक्शन) एग्रीमेंट ऑन प्राइस एश्योरेंस एंड फार्म सर्विसेज एक्ट, 2020 और द एसेंशियल कमोडिटीज (एमेंडमेंट) एक्ट, 2020 का विरोध कर रहे हैं। केन्द्र सरकार सितंबर में पारित किए तीन नए कृषि कानूनों को कृषि क्षेत्र में बड़े सुधार के तौर पर पेश कर रही है, वहीं प्रदर्शन कर रहे किसानों ने आशंका जताई है कि नए कानूनों से एमएसपी (न्यूनतम समर्थन मूल्य) और मंडी व्यवस्था खत्म हो जाएगी और वे बड़े कॉरपोरेट पर निर्भर हो जाएंगे। ",,
"दिल्ली हाईकोर्ट ने तीन नए कृषि कानूनों के खिलाफ प्रदर्शन कर रहे किसानों के कैंप पर 29 जनवरी को हुए कथित हमले की स्पेशल इन्वेस्टिगेशन टीम (एसआईटी) से स्वतंत्र जांच कराने का अनुरोध करने वाली याचिका पर गुरुवार को केन्द्र और दिल्ली सरकार को नोटिस भेजकर अपना रुख स्पष्ट करने को कहा है।

जस्टिस मुक्ता गुप्ता ने केन्द्रीय गृह मंत्रालय, दिल्ली सरकार के गृह विभाग और अलीपुर पुलिस थाने (जिसके अधिकार क्षेत्र में घटनास्थल आता है) को नोटिस जारी किया और उनसे याचिका पर अपना रुख स्पष्ट करने को कहा है।

याचिका में दावा किया गया है कि दिल्ली और हरियाण के बीच सिंघु बॉर्डर पर किसानों के कैंप पर 29 जनवरी को कुछ असामाजिक तत्वों ने वहां तैनात पुलिस कर्मियों की मदद से और उनके मार्गदर्शन पर हमला किया था।

याचिका में यह भी आरोप लगाया गया है कि अलीपुर पुलिस थाने में असामाजिक तत्वों और मामले में कथित तौर पर संलिप्त दिल्ली पुलिस के अधिकारियों के खिलाफ शिकायत की गई, लेकिन एफआईआर दर्ज नहीं हुई।

याचिका में यह भी कहा गया कि केन्द्रीय अन्वेषण ब्यूरो (सीबीआई), भारत के मुख्य न्यायाधीश, राष्ट्रीय महिला आयोग और राष्ट्रीय मानवाधिकार आयोग से भी मामले की उचित जांच के लिए अनुरोध किया गया, लेकिन कोई कार्रवाई नहीं हुई।

याचिका में एसआईटी द्वारा मामले की स्वतंत्र जांच के अलावा, घटनास्थल पर लगे पुलिस कैमरों में कैद घटना की वीडियो फुटेज को संरक्षित रखने का अनुरोध भी किया गया है। 

",,
"केन्द्र के तीन नए कृषि कानूनों के खिलाफ जारी किसान आंदोलन के छह माह पूरे होने पर भारतीय किसान यूनियन के राष्ट्रीय प्रवक्ता राकेश टिकैत ने बुधवार को कहा कि यह आंदोलन अभी लंबा चलेगा। कोरोना काल में कानून बन सकते हैं तो समाप्त क्यों नहीं हो सकते। उन्होंने कहा कि सरकार आंदोलन को कुचलने का प्रयास करेगी। आंदोलन का हश्र क्या होगा, अभी यह नहीं पता। अगर आंदोलन असफल हुआ तो सरकार मनमर्जी करेगी और अगर सफल रहा तो किसानों की आने वाली पीढ़ियों को लाभ मिलेगा।

कोरोना काल में सरकार ने क्या किया समझ नहीं आया। ऑक्सीजन देने वाले को लाठी मिली। समझ में नहीं आया कि सरकार देना क्या चाहती थी 400 का इंजेक्शन 40 हजार में बेचा गया। बीमारी के नाम पर देश को लूटा गया। रोटी तिजोरी की वस्तु बन गई है। उसी के नाम पर यह आंदोलन है। हम शांति से आंदोलन बढ़ाएंगे। ये आंदोलन 2024 तक भी चल सकता है। किसानों को इसके लिए उसी तरह तैयार रहना है जैसे वो फसलों की तैयारी करते हैं।

प्रशासन तंग करेगा तो गांवों में इलाज करेंगे

टिकैत ने कहा कि अगर गांवों में बैठे लोग नहीं आएंगे तो आंदोलन कैसे चलेगा। आंदोलन की रखवाली खेत की तरह करनी पड़ेगी। यहां ट्रॉलियां, बांस, चारपाई सहित अन्य सामान चाहिए। चंदा गांव से आ रहा है। आंदोलन लंबा चलाना है तो सामानों को बर्बाद नहीं करना होगा। सफेद झंडा कल लगेगा। शांति से वार्ता और आंदोलन दोनों जारी रहेंगे। हर महीने 26 तारीख आती है। उन्होंने कहा कि वह धरनास्थल पर पानी-बिजली नही कटने देंगे। प्रशासन तंग करेगा तो गांवों में इलाज करेंगे।

किसानों ने मनाया 'काला दिवस' पर काले झंडे लहराए

बता दें कि, केन्द्र के तीन नए कृषि कानूनों के खिलाफ दिल्ली की सीमाओं पर प्रदर्शन कर रहे किसानों ने अपने आंदोलन के छह माह पूरे होने पर बुधवार को 'काला दिवस' मनाया और इस दौरान उन्होंने काले झंडे फहराए, सरकार विरोधी नारे लगाकर पुतले जलाए और प्रदर्शन किया। दिल्ली-यूपी बॉर्डर पर गाजीपुर में सैकड़ों की संख्या में किसान भारतीय किसान यूनियन (भाकियू) नेता राकेश टिकैत की अगुवाई में समूहों में बंट गए और उन्होंने विरोध प्रदर्शन करने हुए केन्द्र का पुतला जलाया। इस बीच स्थानीय पुलिस ने दिल्ली मेरठ एक्सप्रेस-वे के नीचे यूपी गेट पर पुतला जलाने की कोशिश कर रहे किसानों को रोकने की कोशिश की और इस दौरान वहां थोड़ी देर के लिए अफरा-तफरी मच गई। भाकियू समर्थक हाथों में काले झंडे लिए हुए थे, कई लोगों के हाथों में तख्तियां थीं जिनमें सरकार की निंदा वाले नारे लिखे हुए थे और उन्होंने तीन नए कृषि कानूनों को वापस लेने की मांग की। 

दिल्ली पुलिस ने लोगों से कोरोना वायरस संक्रमण से हालात और लागू लॉकडाउन के मद्देनजर इकट्ठे नहीं होने की अपील की और कहा कि प्रदर्शन स्थल पर किसी भी स्थिति से निपटने के लिए वह कड़ी नजर बनाए हुए है।

गौरतलब है कि मंगलवार को राष्ट्रीय मानवाधिकार आयोग (एनएचआरसी) ने दिल्ली, उत्तर प्रदेश, हरियाणा को कथित तौर पर प्रदर्शनकारी किसानों द्वारा कोविड-19 नियमों का उल्लंघन करने पर नोटिस भेजा था। वहीं दिल्ली पुलिस ने भी संक्रमण से हालात और लॉकडाउन के मद्देनजर इकट्ठा नहीं होने की अपील की थी। 

",,
"केन्द्र के तीन नए कृषि कानूनों के खिलाफ दिल्ली की सीमाओं के साथ ही हरियाणा और पंजाब में अलग-अलग जगहों पर धरना-प्रदर्शन कर रहे किसानों ने अपने आंदोलन के छह माह पूरे होने पर बुधवार को 'काला दिवस' मनाया और इस दौरान उन्होंने काले झंडे फहराए, सरकार विरोधी नारे लगाए, पुतले जलाए और प्रदर्शन किया।

दिल्ली के गाजीपुर में प्रदर्शन स्थल पर थोड़ी अराजकता की भी खबर है, जहां किसानों ने भारी संख्या में पुलिस कर्मियों की तैनाती के बीच केन्द्र सरकार का पुतला जलाया। 'काला दिवस' प्रदर्शन के तहत किसानों ने तीन सीमा क्षेत्रों सिंघु बॉर्डर, गाजीपुर बॉर्डर और टिकरी बॉर्डर पर काले झंडे लहराए और नेताओं के पुतले जलाए। वहीं, पलवल के अटोंहा धरना स्थल पर भी काले झंडे लगाकर किसान काले कानूनों का विरोध करते दिखे।

दिल्ली पुलिस ने लोगों से कोरोना वायरस संक्रमण से हालात और लागू लॉकडाउन के मद्देनजर इकट्ठे नहीं होने की अपील की है और कहा कि प्रदर्शन स्थल पर किसी भी स्थिति से निपटने के लिए वह कड़ी नजर बनाए हुए है।

किसान नेता अवतार सिंह मेहमा ने कहा कि न केवल प्रदर्शन स्थल पर बल्कि हरियाणा, पंजाब और उत्तर प्रदेश के गांवों में भी काले झंडे लगाए गए हैं। उन्होंने कहा कि ग्रामीणों ने अपने घरों और वाहनों पर भी काले झंडे लगाए हैं। मेहमा ने कहा कि सरकार के नेताओं के पुतले जलाए गए। आज का दिन यह बात दोहराने का है कि हमें प्रदर्शन करते हुए छह माह हो गए हैं, लेकिन सरकार जिसके कार्यकाल के आज सात वर्ष पूरे हो गए, वह हमारी बात नहीं सुन रही है।

गौरतलब है कि दिल्ली के निकट टीकरी बॉर्डर, सिंघु बॉर्डर तथा गाजीपुर बॉर्डर पर किसान पिछले साल 26 नवंबर से विरोध-प्रदर्शन कर रहे हैं। किसानों की मांग तीनों कृषि कानूनों को वापस लेने और न्यूनतम समर्थन मूल्य की कानूनी गारंटी दिए जाने की है। हालांकि, सरकार इन तीनों कृषि कानूनों को किसान हितैषी बताकर किसी भी कीमत पर पीछे हटने को तैयार नहीं है।

इस मामले में बीच का रास्ता निकालने के लिए केंद्र सरकार और प्रदर्शनकारी किसान संगठनों के बीच हुई कई दौर की वार्ता बेनतीजा रही है। दोनों के बीच आखिरी वार्ता 22 जनवरी को हुई थी। 26 जनवरी को किसानों की ट्रैक्टर परेड के दौरान राजधानी दिल्ली में हुई हिंसा के बाद से दोनों पक्षों के बीच पूरी तरह बातचीत बंद है।

                                                                                                                                                                                                                                                                       

काला दिवस पर किसानों का प्रदर्शन,बॉर्डर पर अलर्ट रही पुलिस

गुरुग्राम। किसान आंदोलन के छह महीने पूरे होने पर किसानों ने आज का दिन 'काला दिवस' के रूप में मनाया। हाथों में काले झंडे लेकर सैकड़ों किसान दोपहर बाद राजीव चौक पर स्थित धरना स्थल पर पहुंचे और सरकार के खिलाफ नारेबाजी की। इसके बाद किसानों ने उपायुक्त को ज्ञापन भी सौंपा। वहीं, सुरक्षा के मद्देनजर किसानों को दिल्ली में घुसने से रोकने के लिए दिल्ली पुलिस ने सरहौल बॉर्डर पर बैरिकेडिंग कर वाहनों की जांच की। दिल्ली में जांच करने के बाद ही वाहनों को प्रवेश करने दिया गया। बॉर्डर पर जांच के दौरान करीब आधा किलोमीटर लंबा जाम लग गया। 

                                                                                                                                                                                                                                                                          

किसानों ने प्रधानमंत्री का पुतला फूंका

पलवल। अटोंहा किसान धरना स्थल पर भी किसानों ने आंदालेन को पूरे छह माह होने पर 'काला दिवस' बनाया। इस मौके पर किसानों ने अपने हाथों में काले झंडे लेकर तीनों कृषि कानूनों का विरोध किया। करीब एक बजे यहां किसानों ने अपनी सभा शुरू की और सरकार के खिलाफ जमकर हल्ला बोला। किसानों ने कहा कि बीजेपी सरकार किसान विरोधी सरकार है। 'काला दिवस' के मौके पर प्रदर्शनकारी किसानों ने प्रधानमंत्री का पुतला फूंका और डीसी को राष्ट्रपति के नाम ज्ञापन सौंपा।

कानून-व्यवस्था बनाए रखने को पुलिस तैनात

कृषि कानूनों के विरोध में हरियाणा और पंजाब में भी जारी किसान आंदोलन के आज छह माह पूरे होने के उपलक्ष्य में काला दिवस मनाने के संयुक्त किसान मोर्चा के आह्वान पर किसानों ने हरियाणा में आज विभिन्न जगहों पर प्रदर्शन और पुतले दहन किए। किसानों के काला दिवस को लेकर राज्य सरकार ने कानून व्यवस्था बनाए रखने के लिए पुलिस के विशेष प्रबंध किए जाने के साथ ड्यूटी मजिस्ट्रेट की भी तैनाती की गई थी।

दुष्यंत चौटाला के आवास की ओर जाने वाले मार्ग पर बैरिकेड्स तोड़े

धरना-प्रदर्शन और पुतले दहन करने के अपने पूर्व निर्धारित कार्यक्रम के अनुसार, सिरसा में किसान भूमणशाह चौक पर एकत्रित होकर किसान नेता लखविंद्र सिंह औलख के नेतृत्व में राज्य के उपमुख्यमंत्री दुष्यंत चौटाला की ओर बढ़ने का प्रयास किया। इस दौरान वहां तैनात पुलिस अधिकारियों ने समझाने का प्रयास किया, लेकिन इसके बावजूद किसानों ने उपमुख्यमंत्री आवास की ओर जाते मार्ग पर लगाए गए बैरिकेड्स को तोड़ डाला और अंदर घुस गए। किसानों की इस दौरान पुलिस से झड़प भी हुई। किसानों ने वहां नारेबाजी कर देश और प्रदेश के नेताओं के पुतले दहन किए। अनेक किसान इस दौरान हाथों में काले झंडे लिए हुए थे।

अमृतसर: कृषि कानूनों के खिलाफ किसानों ने काले झंडे के साथ विरोध-प्रदर्शन किया। प्रदर्शन कर रहे एक किसान ने बताया, ""किसानों को प्रदर्शन करते हुए 6 महीने हो गए है लेकिन फिर भी सरकार सोई हुई है इन्हें जगाने के लिए हम एक बार फिर सड़कों पर उतरे है।"" 


वहीं संयुक्त किसान मोर्चा के नेताओं का कहना है कि कृषि कानून रद्द कराने के लिए सरकार पर दबाव बनाना जरूरी है। बड़ी संख्या में किसान दिल्ली बॉर्डर पर भी पहुंचे हैं। इससे पहले सुबह किसानों ने सिरसा के शहीद भगत सिंह स्टेडियम में पक्का मोर्चा पर एकत्रित होकर बुद्ध पूर्णिमा मनाई और इसके बाद जलूस की शक्ल में भूमणशाह चौक पहुंचे। किसानों ने सिरसा बाइपास रोड पर स्थित किसान चौक पर प्रदर्शन का नेतृत्व किसान नेता प्रहलाद सिंह भारूहेड़ा ने किया। किसानों ने साहूवाला गांव, डबवाली, पंजुआना, भावदीन टोल प्लाजाओं पर भी विरोध प्रदर्शन किए। काला दिवस पर किसानों ने राज्य मे अपने घरों पर भी काले झंडे लहराए। भारूखेड़ा ने कहा कि कृषि कानून रद्द होने तक किसान आंदोलन जारी रहेगा।

राज्य के पंचकूला जिले में कालका-शिमला राष्ट्रीय राजमार्ग पर टोल प्लाजा पर भी किसान काले झंडे लेकर एकत्रित हुए तथा वहां प्रदर्शन किया तथा केंद्र और राज्य सरकार के खिलाफ नारेबाजी की। किसानों ने केंद्र से कृषि कानून वापिस लेने की मांग की।  ",,
"राजधानी में बुधवार यानी 26 मई को नए कृषि कानून के खिलाफ पंजाब के किसानों द्वारा आयोजित मार्च पर रोक लगाने से दिल्ली हाईकोर्ट ने इनकार कर दिया है। हाईकोर्ट ने कहा कि किसानों से जुड़े मामलों को सुप्रीम कोर्ट देखा रहा है और हाईकोर्ट इससे जुड़े मसलों में दखल नहीं देगा।

जस्टिस विपिन सांघी और जसमीत सिंह की बेंच ने कहा कि यह कोई ऐसा मुद्दा नहीं है, जिसे हम देख रहे हैं। बेंच ने कहा कि हम यहां किसानों के आंदोलन से निपटने के लिए नहीं हैं, यह मामला सुप्रीम कोर्ट में लंबित है। कोरोना संक्रमण के संभावित तीसरी लहर की तैयारियों की निगरानी को लेकर हो रही सुनवाई के दौरान बेंच के समक्ष 26 मई को किसानों द्वारा दिल्ली में आयोजित होने वाले विरोध मार्च का उल्लेख करते हुए इस पर रोक लगाने की मांग की गई।  इसके बाद बेंच ने उपरोक्त टिप्पणी की।

जानकारी के अनुसार, 26 मई को केंद्र सरकार द्वारा पारित तीन नए कृषि कानूनों के खिलाफ किसान आंदोलन के छह माह पूरे हो रहे हैं और इसके मद्देनजर भारतीय किसान संघ ने किसानों से राजधानी तक मार्च निकालने का आह्वान किया है।

वकील धनंजय ग्रोवर ने बेंच के समक्ष मामले का उल्लेख करते हुए कहा कि 26 मई को 6 माह को पूरे होने पर किसान राजधानी में विरोध मार्च निकालेंगे। साथ ही कहा कि फसल का मौसम खत्म होने से काफी संख्या में इसमें किसान भाग ले सकते हैं। वकील ने कहा कि किसानों के विरोध मार्च के चलते कई बाधाएं हो सकती हैं और उसमें ऑक्सीजन की आपूर्ति प्रमुख होगी।

हाईकोर्ट ने वकील की मांग पर विचार करने से इनकार कर दिया। बेंच ने कहा कि ऑक्सीजन की आपूर्ति चल रही है और फिलहाल इसमें कोई परेशानी नहीं है।

",,
"हरियाणा के हिसार में सोमवार को किसान प्रदर्शन करेंगे। यह विरोध प्रदर्शन इस महीने की शुरुआत में पुलिस के साझ झड़प के बाद 300 से ज्यादा किसानों पर एफआईआर दर्ज किए जाने के खिलाफ हो रहा है। प्रदर्शन ऐसे समय में हो रहा है जब किसान आंदोलन का नेतृ्त्व करने वालों में से एक संयुक्त किसान मोर्चा ने ऐलान किया है कि वह 26 मई से अपना आंदोलन एक बार फिर तेज करेंगे। 26 मई को तीन कृषि कानूनों के खिलाफ शुरू हुए किसान आंदोलन को छह महीने पूरे होने वाले हैं।

सोमवार के प्रदर्शन को देखते हुए जिला प्रशासन ने हिसार में सुरक्षा बढ़ा दी है। किसानों ने ऐलान किया है कि वे पुलिस कमिश्नरी का घेराव कर के 350 अज्ञात किसानों पर केस दर्ज किए जाने का विरोध करेंगे। किसान उन पुलिस अधिकारियों पर भी कार्रवाई की मांग करेंगे, जिन्होंने 16 मई को हुई झड़प के दौरान उनपर लाठी चार्ज की थी।

बता दें कि 16 मई को कृषि कानूनों के खिलाफ प्रदर्शन कर रहे किसानों के एक धड़े और पुलिस के बीच उस समय झड़प हो गई थी जब किसान उस जगह तक मार्च कर रहे थे, जहां हरियाणा के मुख्यमंत्री एक कोविड-19 अस्पताल का उद्घाटन करने पहुंचते। पुलिस ने प्रदर्शनकारियों को खदेड़ने के लिए आंसू गैस के गोले तक दागे और प्रदर्शनकारियों पर पत्थरबाजी का आरोप लगाया।

पुलिसिया कार्रवाई से गुस्साए किसानों ने कुछ लोगों की गिरफ्तारी के विरोध में हरियाणा के कई मुख्य हाईवे को बंद कर दिया था और हिसार के इंस्पेक्टर जनरल के घर का भी घेराव किया था। हालांकि, गिरफ्तार किए गए किसानों की रिहाई के बाद प्रदर्शनकारी हट गए।",,
"दिल्ली में गणतंत्र दिवस पर किसानों की ट्रैक्टर रैली के दौरान लाल किले पर हुई हिंसा मामले में दिल्ली पुलिस की क्राइम ब्रांच ने तीस हजारी कोर्ट में चार्जशीट दायर कर दी है। पुलिस ने 3,224 पेज की अपनी चार्जशीट में लाल किले पर हुई हिंसा को पूर्व नियोजित बताया है। बताया जा रहा है कि कोर्ट 28 मई को चार्जशीट पर सुनवाई शुरू कर सकती है।

चार्जशीट में पंजाबी अभिनेता दीप सिद्धू समेत कुल 16 लोगों को आरोपी बनाया गया है। पुलिस के अनुसार, सिद्धू, इकबाल सिंह और मोहिंदर सिंह खालसा सहित 16 में से 13 आरोपी जमानत पर हैं, जबकि अन्य तीन आरोपी मनिंदर सिंह, खेमप्रीत सिंह और जबरजंग सिंह अब भी न्यायिक हिरासत में हैं।

पुलिस ने कहा है कि इस हिंसा की पहले से ही तैयारी थी। इसे अचानक हुई हिंसा कहना गलत है, क्योंकि दंगाई हथियारों के साथ वहां आए थे। उनके पास तलवार, हॉकी, डंडे जैसे घातक हथियार थे। इन्होंने वहां जमकर उपद्रव मचाया। पुलिस के मुताबिक, ट्रैक्टर रैली की आड़ में इस हिंसा को अंजाम दिया गया। पुलिस ने किसानों को शांतिपूर्ण तरीके से ट्रैक्टर रैली करने की अनुमति दी थी, लेकिन ट्रैक्टर के साथ मोटरसाइकिल पर सवार होकर करीब तीन सौ उपद्रवी वहां पहुंचे थे। वहां उन्होंने लाल किले के अंदर बलपूर्वक प्रवेश कर जमकर उत्पात मचाया। एक समय तो ऐसा आया कि उपद्रवियों ने लाल किले पर कब्जा कर लिया था। चार्जशीट में यह भी कहा गया है कि यह किसी भी हाल में संभव नहीं है कि बिना किसी साजिश के ऐसा करना संभव हो पाता। साजिश इतनी बड़ी थी कि कोई अंदाजा ही नहीं लगा पाया कि किसान रैली के आड़ में दंगा किया जाएगा। 

44 एफआईआर दर्ज, अब तक 150 गिरफ्तारियां

चार्जशीट में बताया गया कि इस हिंसा में दिल्ली पुलिस समेत सुरक्षा एजेंसियों के करीब पांच सौ से ज्यादा कर्मी जख्मी हुए। कई पुलिसकर्मी तो गंभीर रूप से जख्मी हुए। पुलिस के मुताबिक, सुरक्षा कर्मियों पर किया गया यह हमला जानलेवा था। इस बाबत दिल्ली पुलिस ने विभिन्न स्तर पर जांच कर 44 एफआईआर दर्ज की हैं। अब तक 150 गिरफ्तारियां हो चुकी हैं। इस मामले में पंजाबी अभिनेता दीप सिद्धू के अलावा, दिल्ली पुलिस की स्पेशल सेल ने वॉन्टेड मनिंदर सिंह को भी गिरफ्तार किया है, जिसे 26 जनवरी को हिंसा भड़कने पर दोनों हाथों से तलवारें लहराते देखा गया था। 26 जनवरी के दिन मनिंदर सिंह द्वारा लाल किले पर लहराई गई 4.3 फीट आकार की दो तलवारों को भी दिल्ली के स्वरूप नगर स्थित उसके घर से बरामद किया गया था। उसे घटना वाले दिन लाल किले की प्राचीर पर दो तलवारें लहराते हुए एक वीडियो में देखा गया था, जब प्रदर्शनकारी किले की ओर दौड़े थे। इस मामले में कई आरोपी अब भी गिरफ्त में नहीं आए पाए हैं। दिल्ली पुलिस को इनकी तलाश है। 

सीसीटीवी फुटेज को बनाया अहम सबूत

इस मामले में दिल्ली पुलिस ने लाल किला, उसके आस-पास व लाल किले की तरफ जाने वाली सड़कों पर लगे सीसीटीवी कैमरों की घटना के समय की फुटेज, सोशल मीडिया पर वायरल वीडियो आदि को अहम साक्ष्य के तौर पर पेश किया है। इसी के आधार पर आरोपियों की गिरफ्तारी की गई है। इसके अतिरिक्त आरोपियों के मोबाइल फोन रिकॉर्ड को भी चार्जशीट के साथ संलग्न किया गया है। यह आरोपियों के घटनास्थल पर मौजूदगी को दर्शाता है। 

पुलिस ने अदालत में चार्जशीट दायर करते हुए कहा कि अभी इस मामले में जांच जारी है। नए तथ्य सामने आने पर इस मामले में सप्लीमेंट्री चार्जशीट भी दायर की जा सकती है।",,
"राजधानी दिल्ली में 26 जनवरी को गणतंत्र दिवस पर किसानों की ट्रैक्टर रैली के दौरान लाल किले पर हुई हिंसा मामले में दिल्ली पुलिस ने शुक्रवार को तीस हजारी कोर्ट में चार्जशीट दायर कर दी है। चार्जशीट में पंजाबी अभिनेता दीप सिद्धू समेत 16 लोगों को आरोपी बनाया गया है। पुलिस ने अदालत में चार्जशीट दायर करते हुए कहा कि अभी इस मामले में जांच जारी है। नए तथ्य सामने आने पर इस मामले में सप्लीमेंट्री चार्जशीट भी दायर की जा सकता है।

दिल्ली पुलिस ने इस चार्जशीट में लाल किले पर हुई हिंसा को पूर्व नियोजित बताया है। पुलिस ने कहा है कि इस हिंसा की पहले से ही तैयारी थी। इसे अचानक हुई हिंसा कहना गलत है, क्योंकि दंगाई हथियारों के साथ वहां आए थे। उनके पास तलवार, हॉकी, डंडे जैसे घातक हथियार थे। इन्होंने वहां जमकर उपद्रव मचाया। पुलिस के मुताबिक, ट्रैक्टर रैली की आड़ में इस हिंसा को अंजाम दिया गया। पुलिस ने किसानों को शांतिपूर्ण तरीके से ट्रैक्टर रैली करने की अनुमति दी थी, लेकिन ट्रैक्टर के साथ मोटरसाइकिल पर सवार होकर करीब तीन सौ उपद्रवी वहां पहुंचे थे। वहां उन्होंने लाल किले के अंदर बलपूर्वक प्रवेश कर जमकर उत्पात मचाया। एक समय तो ऐसा आया कि उपद्रवियों ने लाल किले पर कब्जा कर लिया था। चार्जशीट में यह भी कहा गया है कि यह किसी भी हाल में संभव नहीं है कि बिना किसी साजिश के ऐसा करना संभव हो पाता। साजिश इतनी बड़ी थी कि कोई अंदाजा ही नहीं लगा पाया कि किसान रैली के आड़ में दंगा किया जाएगा। 

500 से ज्यादा पुलिसकर्मी हुए जख्मी

चार्जशीट में बताया गया कि इस हिंसा में दिल्ली पुलिस समेत सुरक्षा एजेंसियों के करीब पांच सौ से ज्यादा कर्मी जख्मी हुए। कई पुलिसकर्मी तो गंभीर रूप से जख्मी हुए। पुलिस के मुताबिक, सुरक्षा कर्मियों पर किया गया यह हमला जानलेवा था। इस बाबत दिल्ली पुलिस ने विभिन्न स्तर पर जांच कर 44 एफआईआर दर्ज की हैं। अब तक 150 गिरफ्तारियां हो चुकी हैं। इस मामले में पंजाबी अभिनेता दीप सिद्धू के अलावा, दिल्ली पुलिस की स्पेशल सेल ने वॉन्टेड मनिंदर सिंह को भी गिरफ्तार किया है, जिसे 26 जनवरी को हिंसा भड़कने पर दोनों हाथों से तलवारें लहराते देखा गया था। 26 जनवरी के दिन मनिंदर सिंह द्वारा लाल किले पर लहराई गई 4.3 फीट आकार की दो तलवारों को भी दिल्ली के स्वरूप नगर स्थित उसके घर से बरामद किया गया था। उसे घटना वाले दिन लाल किले की प्राचीर पर दो तलवारें लहराते हुए एक वीडियो में देखा गया था, जब प्रदर्शनकारी किले की ओर दौड़े थे। इस मामले में कई आरोपी अब भी गिरफ्त में नहीं आए पाए हैं। दिल्ली पुलिस को इनकी तलाश है। 

सीसीटीवी फुटेज व लोगों द्वारा बनाए गए वीडियो बने हैं अहम सबूत

इस मामले में दिल्ली पुलिस ने लाल किला, उसके आस-पास व लाल किले की तरफ जाने वाली सड़कों पर लगे सीसीटीवी कैमरों की घटना के समय की फुटेज, सोशल मीडिया पर वायरल वीडियो आदि को अहम साक्ष्य के तौर पर पेश किया है। इसी के आधार पर आरोपियों की गिरफ्तारी की गई है। इसके अतिरिक्त आरोपियों के मोबाइल फोन रिकॉर्ड को भी चार्जशीट के साथ संलग्न किया गया है। यह आरोपियों के घटनास्थल पर मौजूदगी को दर्शाता है। ",,
